index,query_idx,run_time_s,exec_time,time_since_execution_s,g_offset_since_start_s,timeout,error
0,132,1.0073070526123047,0.48296594619750977,1.0011849403381348,1.0011849403381348,False,False
1,62,1.0044348239898682,0.035118818283081055,2.0086090564727783,2.0086090564727783,False,False
2,218,1.0034823417663574,0.47165608406066895,3.013190746307373,3.013190746307373,False,False
3,143,1.0038070678710938,0.23534679412841797,4.016740798950195,4.016740798950195,False,False
4,61,2.009591817855835,1.8199870586395264,5.020673990249634,5.020673990249634,False,False
5,118,2.0139870643615723,1.6717000007629395,6.024000883102417,6.024000883102417,False,False
6,136,2.0140700340270996,0.4238417148590088,7.030498027801514,7.030498027801514,False,False
7,156,2.01363205909729,0.30734992027282715,8.038190841674805,8.038190841674805,False,False
8,197,4.039254903793335,3.363931894302368,9.044748067855835,9.044748067855835,False,False
9,129,5.061287879943848,4.262492895126343,10.051944971084595,10.051944971084595,False,False
10,167,5.073451995849609,3.419424057006836,11.057821989059448,11.057821989059448,False,False
11,3,1.0155539512634277,0.4142289161682129,12.068449020385742,12.068449020385742,False,False
12,144,4.054803848266602,2.543483257293701,13.084199905395508,13.084199905395508,False,False
13,236,1.019305944442749,0.5861239433288574,14.093926906585693,14.093926906585693,False,False
14,47,1.0178391933441162,0.7063391208648682,15.113434791564941,15.113434791564941,False,False
15,98,3.021960973739624,2.110919713973999,16.131441831588745,16.131441831588745,False,False
16,158,5.045083045959473,4.420029163360596,17.139107942581177,17.139107942581177,False,False
17,229,1.0078887939453125,0.4961521625518799,18.145514011383057,18.145514011383057,False,False
18,201,5.054372787475586,4.378106117248535,19.153527975082397,19.153527975082397,False,False
19,22,3.0381228923797607,2.5186281204223633,20.160615921020508,20.160615921020508,False,False
20,11,4.04517126083374,2.668457269668579,21.170628786087036,21.170628786087036,False,False
21,212,1.0144157409667969,0.46691203117370605,22.18432307243347,22.18432307243347,False,False
22,76,1.008971929550171,0.7874941825866699,23.198928833007812,23.198928833007812,False,False
23,181,2.0135891437530518,0.3379690647125244,24.20811176300049,24.20811176300049,False,False
24,44,2.0120420455932617,0.6126961708068848,25.21591806411743,25.21591806411743,False,False
25,44,2.0120081901550293,0.5638892650604248,26.221797943115234,26.221797943115234,False,False
26,9,2.011425018310547,0.16063618659973145,27.228086948394775,27.228086948394775,False,False
27,195,2.0125019550323486,0.4998021125793457,28.23390483856201,28.23390483856201,False,False
28,5,2.012338161468506,0.2974400520324707,29.239641904830933,29.239641904830933,False,False
29,184,2.0108628273010254,0.36655688285827637,30.246506929397583,30.246506929397583,False,False
30,139,5.043981075286865,4.60698127746582,31.252079725265503,31.252079725265503,False,False
31,165,3.0280792713165283,2.492133140563965,32.25747084617615,32.25747084617615,False,False
32,194,1.0113811492919922,0.8065221309661865,33.263983726501465,33.263983726501465,False,False
33,127,3.031749725341797,0.9505250453948975,34.27547597885132,34.27547597885132,False,False
34,146,3.028459072113037,1.3145740032196045,35.285658836364746,35.285658836364746,False,False
35,33,1.0109686851501465,0.50661301612854,36.29625701904297,36.29625701904297,False,False
